Review
good
""
"in misal paw, only gravy, sprouts are missing.."
""
""
ordered regular poories but got rajgira upwas poories.
""
""
""
""
""
""
"Very tasty
good quality with quantity
scrumptious kothimbir vadi 🤤❤️"
""
""
""
Kudos to the Delivery Guy
""
garam ho na chayee
Really yummy food and nice packaging
vada pav at the restaurant is at ₹20 vs ₹32 on Zomato. the restaurant took 30 mins to deliver 'fastfood'
""
""
""
""
""
""
""
""
""
""
Vada was chilled cold! There was no tamarind chutney in the bag! Very bad experience
""
""
Sent wada pav instead of wada plate
""
if you haven't tried Adam's vada pav you are missing something. The taste and quality and quantity is so good and delicious.
""
""
""
""
Taste not so good average
""
""
""
""
""
""
always upto the mark
""
""
""
Vadapav had hairs in it… had to throw jt away
""
""
""
packing no good
""
""
""
""
""
""
""
""
""
""
""
Pav was not fresh
""
""
Good hygienic food. Decent taste. Properly packaged & paracelled. Must try.
""
""
""
""
they serve the best Vada pav and kothambir wadi. food quality is fantastic
""
""
""
""
""
""
""
