Review
""
""
""
Tasty daal bath with good quantities (1 daal bath = 2 persons)
""
""
vry nice
Cuttlery not sent.. shreekhand quantity was less
nice
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
full namak ( salt ) full food sast
""
""
""
""
""
""
""
""
""
""
""
""
Garlic put despite mentioning
curd was not delivered at all
""
""
""
""
Food was tasteless. Not satisfied with food.
""
""
""
""
""
poor quality
nice
""
""
""
"good, paneer bhurji was little expensive for the taste"
""
very less quantity
""
""
साबुदाणा वडा आला नाही बटटा वडा आला
""
""
Very well made dishes and cooking instructions followed exactly. Good portion and very reasonable charges. Thanks
""
""
soft bhakari....tastety zhunka....
""
""
""
""
""
""
Vanilla milk shake bag spoil
""
""
""
""
""
very sweet milk shake.
""
Nice food
