Review
""
it was dirty
""
""
""
""
""
""
""
""
""
""
""
"The mango and rasmalai falooda didn't have any ice cream in it. this should be specified as ice cream is considered an essential component of falooda.

the kesar falooda was delicious"
""
""
""
""
""
""
""
"Malai Kulfi was amazing and can feel the Mawa in it.
8 in 1 Kulfi was also very very good"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
nice taste
""
""
""
less quantity with no thickness in coffee texture
""
""
""
""
""
""
""
""
""
It had mawa in it which I do not like in Falooda. Too thick.
""
""
""
""
""
""
""
""
""
very prompt delivery
""
""
""
""
""
""
very bad packaging
""
