Review
""
Its better to eat from streetfood but not from your restaurant
""
""
""
""
""
""
nice 🙂
""
""
""
""
""
""
the choco lava cakes lava has bursted before opening the box
Found a long piece of aluminum scrubber in the white sauce pasta
""
quality & taste is average
""
Is this a pizza?
""
Is this really 7 cheese pizza… ?? No it isn’t the same pizza need refund
Inspite of telling no mushrooms they have added mushrooms..and the portion was large.. it turned out small
""
""
""
""
""
utter worst home made pizza with worst quality worst sizing worst Taste and worst pizza. highly amateurish..
""
""
nice
Taste and quality
Haven’t got any oregano n chilly flakes
""
""
""
Pizza was so cold when received
"too spicy burn to hell pizza , won't order ever again"
Pizza is very cold
pPizza base was hard cheese and margarita sauce was not loaded properly (less)
""
""
""
""
""
food is not hot 😡
""
Worst experience cold pizza
The pizza was totally cold…And the base was also not that good.
""
""
pizza base was almost raw
""
""
""
""
""
""
""
I got very cold pizza
The pizza was cold
""
""
""
"please re order, or refund not testy food"
""
very less stuffing in tacos as compared to what was shown in picture
""
go for it
""
""
"farm villa 2 pizzas were sent, we didnt receive paneer tikka masala,"
""
""
food was not warm enough.
""
""
THE PIZZA WAS COLD AND IT LOOKED LIKE THE PIZZA WAS NOT PREPARED FRESH the toppings were also not as per the price very disappointed by this service. looks like I have to never choose this restaurant for further orders. Very disappointed as the price paid is not worth the product delivered to us. I kindly request zomato to not entertain the service of such a restaurant on your platform otherwise I have to look at another platform for further online food ordering. Today now my money is wasted thanks for such service as it is said there's always a new experience and you learn from those experiences.
""
""
""
""
pizza was very small then usual
