Review
""
""
basa is stinky and not fresh
""
""
The bread was fried and was dripping oil. Chicken was not baked.
Perfect place for good food.. chicken crispy is good and tandoori lollypop was perfectly cooked and tasty
"liked the food but 2 things need to improve
1) please provide fried egg with chicken triple Schezwan
2) please pack the fried noodles separately, laying them at the bottom with rice packed over it makes them soggy and looses the crispiness"
""
Food was burnt
""
""
""
""
""
""
""
""
""
""
""
""
the food was not good at all i ordered crispy it was very bad and i ordered tuborg yet they forced me to enjoy and when i went to smoke bhar two staff of the bar came behind me seeing me that i will run away And it didn't feel right at all and I had a bad experience here.
""
""
""
""
""
""
Not the taste was the food was not good
lovely place. great rates. brilliant vibe. good crowd. They ha e a good variety of drinks. Food quality is just good enough
""
""
Instead of giving veg they have given non veg
""
""
""
""
""
""
""
""
""
""
""
4 pieces only and no instructions followed
""
""
""
""
""
""
""
""
Disgusting. Found worm in my biryani today.didnt expect this from your restaurant.we are regular customers at your outlet but today's incident has lost all our trust..kindly inform the kitchen staff so that such thing never happens again in future
""
""
""
""
""
""
""
""
""
All time favourite place ❤️ Everything is perfect 💖 And Friday Nights are special in Ambience as it is Bollywood Night 💃
""
""
""
""
Order was not the dishes i ordered some dishes were missing
""
""
""
""
Chicken triple sechzwan fried rice 👎👎👎
food was good but packaging was poor and the bottom of paper bag fell off due to leakage
""
""
please do not order from this place horrible customer service.. instead of bharwa aloo they sent tandoori aloo...n my main order was delivered to someone else
The food was cold n stale . We ordered Chinese n the gravies were watery n looked like pre heated food . Over all waste of money n pathetic food .they should close the restaurant.
""
very Pethaic test and delivery late
""
"Ambience bar and kitchen it's a nearby and good place to visit with family friends
Located at lowerparel
Budget food .
Great decor, lights, ambience
But no music was played."
""
