Review
""
Peanut chutney was also yum
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
pathetic to say the least. from idli to sambar to the chutney everything tastes pathetic. sl
""
""
""
""
authentic taste
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Podi idli came fried and it was stale .. tasted rubbery .. description did not mentioned anything about idli being fried . very disappointing..
""
""
""
""
""
""
""
Yumm👍🏼 food
""
""
""
""
""
Worst delivery experience
""
""
""
""
""
""
""
""
""
""
मेंदू वडा नही है missing
""
""
""
""
""
""
""
""
""
worst ever dosa dosa was not cooked proper it was lik raw and taste less and i was excepting a good but it was bad and taste doesnt met waste of money
""
""
""
""
""
""
""
""
