Review
""
Very oily
dahi vada was not delivered even after full payment was done online
""
""
""
Delivery was too slow... Taste was great though.
""
""
""
"Had sent incomplete dish.
Misal Pav dish did not had the farshan."
""
""
""
""
""
biryani jada achha nahi tha
good food
""
It is the worst food I have ever received. Not only is the oil floating but it has dangerous proportion of colour added to it.
""
""
""
sabudana khichdi was not cooked properly. it always has a good test but today's were not up to the mark.
""
""
""
""
""
""
""
""
"I ordered 4 biryani. veg raita, papad and curry received was only for 3 instead of 4.
1 plate biryani should be delivered with curry, curd raita and papad each plate. however it was missing for 1 plate."
not folowed customer requirement
""
""
""
""
""
"Very oily, stale, burnt no salt"
""
Food taste is not upto the mark
"methi use in lasuni methi was not wash properly, all mud like taste very horrible"
"we ordered four items dry Manchurian, kadai cocktail, tandoori roti and lachcha Paratha.
veg Manchurian was good.
lachacha Paratha was made of maida only,
it's like maida Paratha only.
roti is also not made of whole wheat it contains some maida also,
and veg cocktail the greavy is full of artificial colour added and taste not justify the price.

overall the food doesn't justify the value they charging.

On a serious not to restaurant owner need to improve the food taste and quality."
""
""
""
Very less quantity. felt cheated.
""
So Pathetic Gajar halwa... So worst. I don't want to give 1star also.
""
""
""
""
""
""
""
""
""
""
quantity was too less then others
""
the food was 50% of oil. pathetic food delivered that has affected the gut health
puri was not cook proper very bad quality
""
Try to improve packing
""
Didn't receive Shrikhand and Sambhar with the order. Called to ask the missing item. They said would deliver them but didn't send it. Bad 1st time experience.
""
""
""
""
Extremely shitty food
The butter rotis were not soft at all
""
""
""
""
""
Vada was hard and deep fried
""
na
""
""
""
