Review
""
""
""
""
""
""
""
""
""
""
""
dal was good but there was less salt and less spicy
""
""
""
""
Good o
""
""
Surmai goan curry was the best amongst my order. Sol kadi was too spicy.
""
""
""
"Ordering from Jaihind after ages. The good is awesome and delicious, as always. Thank you Zomato for bringing this to us."
""
""
""
""
The restaurant took over 30mins to send 6 upams
""
it wasn't the regular taste of the tandoori
very very spicy 🔥🔥🔥🔥
""
""
""
""
""
""
Unhygienic place .lots of mosquitoes inside the restaurant
ordered chicken tandoori and it was too yummy
""
"uncooked naan
found hair in chapati"
Pathetic food taste and quality
"We had a prawns and a pomfret curry thali and fried bombil.The preparation, quantity and freshness of the prawns was good However the 3 bombils seemed very little for one plate."
Jai Hind is always my favourite go to restaurant for delicious coastal seafood.
""
""
""
""
""
""
""
""
The prawns were very soft... obviously stale! Never expected this from Jai hind which was my fav restaurant!
""
""
""
""
""
Found a piece of metal in the chicken platter we had ordered.
""
""
""
""
this was the best which I could find in this restaurant
""
""
""
""
I had expected malvani style tisrya n not south indian preparation u shud mention abt preparation
""
""
Fab
""
""
""
""
the order wasn't up to mark and has disappointed as I have eaten their tandoori but this was very bad...actual rating should be just 1
""
""
Food was cold. The restaurant is exactly 2 minutes from my house.
""
""
""
""
