Review
""
""
I received vanilla ice-cream with Sev on it...no kulfi falooda
""
""
have order 2 palte wada n I just received 2 wade of rupe 198 r u serious or making fool to people.....
""
""
"Wry worst food preparation. Not cooked well, the sabudana is not fried properly, I have to throw the order."
Food was without salt
""
no curd/dahi given with khichdi and vada. tasteless khichdi in a very small container
""
""
Smelly food and extra sweet.
Good preparation. Sufficient quantity for one person.
""
""
""
""
""
Really Great Taste
""
good
""
""
best palak paneer
""
Third Class Very Poor Food
""
Too much of Ajinomoto in the dish
""
""
please send spoons in soup orders
""
""
""
misal pav was not at all tasty it was just a garlic water nothing else
""
""
worst paneer tikka Masala I have ever had. Couldn't even have dinner because of such pathetic food
"delivered in thick plastic bowl, not good for health"
juice was all sour as hell. couldnt drink. masala in masala dosa was half backed veggies
They give all items very late to delivery person due to which everything becomes hard and cold. idli and medu vada did not seem to be fresh
Food was not hot. Atleast the sambhar could have been hot.
very very very good food
""
""
cutlery was missing
""
Paneer mutter is very spicy. Please improve.
""
""
mosambi juice is not fresh. want refund. stale fruit used for juice
2 Upma both have different taste on full of spice one sweet
""
""
"Ordered veg grilled sandwich..
there was just cucumber ,onion & tomato in it.. didn’t taste like sandwich on first bite itself & hence threw it"
Order maysore masala and masala dosa waste was poor also no chatni was given … sheera tast quality worst than street food
"Worst taste also no chatnis given never recommend to order from
Here"
""
""
"Item missing, 2x water bottle not delivered"
""
awsome taste 👌
""
No cutlery provided and portion is small too though in instruction asked to send dish and cuery
""
""
""
""
there was no dahi in it so from next time please take care of it and please send dahi as well in dahi Misal pav..
""
asmm food .. i am love in it .. ♥️
""
""
""
Not grilled
""
""
""
excellent
""
""
""
