Review
""
""
amazing food
""
""
""
""
""
""
""
""
Itni spicy hai ki khane like bilkul nahi hai what the hell is this omg 😭😭😭
""
Cucumber was bitter in sandwich
""
""
no vegetables were added
""
only dal is delivered asked for dal khichdi
""
""
""
""
No salt in potato bhajiya and the onion bhajiya were burnt
""
""
""
""
""
"the food came after 80 minutes, no reason no feedback given pathetic, it's the restaurant which delayed not the delivery person"
really very bad time to prepare food
""
""
""
""
""
""
""
""
""
""
Nice And Appreciated
""
""
""
""
""
""
""
""
Pav bhaji was very oily and they did not send an extra Pav
"the chilli in the cheese chilli toast is capsicum not green chillies and the slice bread is sliced in two parts not four parts of each slice.
paneer crispy is not at all crispy. Waste of a dish
Highly Disappointed with these dishes"
""
""
""
"Please do not order Lassi. You will reach the hospital if you consume so much sugar at once.
Neer Dosa tastes great only with butter or ghee on it. portion size is 2 pieces and not 4 as per the image.
Fresh green salad was bad not fresh at all
Veg culet was good"
""
very tasty dosa and nice package
""
""
""
""
""
didn’t send cutlery even though i asked for it
very bad
""
""
""
""
""
""
""
delivery time was very bad. took 1 hour for a distance of less than 2 kms. never dosa was stuck to the paper
""
""
baji potato was undercooked
first time received cold item... medu Vada was not crispy at all...
Tawa pulao wasn’t properly cooked…
""
Excellent food
""
""
I received veg kofta instead of cheese kofta
toast sandwich only the bread was hard toasted as we toast it at home and all raw veggies were assembled in it.
Missing order
