Review
""
""
""
sambar sadam was too spicy only green chilies seen in the box
not happy for packing I was paid 40 rs for packing not happy
food is tasty but order is very delayed.
""
"Dosa packaging is not good. Other than that, food was good."
""
""
""
chutney very less quantity
""
"superb Tamilnadu tasty food items... parotta kuruma, specially tat tomato chutney 😋 as I m frm Trichy I liked tat exact taste of sambar chutney nd kuruma. reasonable price."
""
""
""
""
""
More tamarind in sambar. Appam is very dry.
I ordered the food. sometimes after showed the order is delayed. after one hour i called delivery boy and he asked me that he has cancelled the order to given an tedious excuse. i opend the app which not showing the order is cancelled. my payment also not refunded.
""
""
""
oily
""
""
""
""
please make sambar tasty sir
""
chutney was not sent
""
I did not receive the filter coffee
""
"items are missing, sambar and chutney is missing"
""
""
""
""
after requesting them not to prepare sheera in ghee still they did it.
best in the mumbai
Received 1 idli vada less!!! Though paid full
""
""
""
please don't pack idlis in aluminium foil. not good for health.
""
""
They have not given Medu vada very nicebit idli
Good
""
"I often order from the outlet. Appams and kadala curry, Parotta is delicious. It's a gem when it comes to South indian food and their prices are pretty reasonable. Must try!"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"packing was poor , food was good"
""
""
""
""
""
""
""
""
Cheese masala dosa didn’t get delivered.! Instead got a less refund .!
"masala dosa: dosa was soggy. sambhar quantity was extremely less.
sambhar sadam: there was less sambhar in the rice and they were extremely dry.
delivery experience: I specifically asked for spoons but still no cutlery was provided"
""
"poor packaging
taste too poor"
""
""
"I had specifically requested that they give 2 coffees without sugar and 1 coffee with sugar. And they sent coffee with less quantity, this is not 3 cups of coffee"
""
""
